ID,var_rpta_alt,Prob_uno
186772#407717#672201,1,0.8712
445093#124604#963222,0,0.4117
573726#375711#704141,0,0.2724
403166#52556#1052391,1,0.5034
591257#1067448#12894,0,0.4394
550482#856601#223741,0,0.4016
267653#474044#606298,1,0.5932
18136#983024#97318,0,0.3394
325270#127340#960507,1,0.9186
587125#1046257#34085,0,0.4687
10554#737359#342983,0,0.3718
112840#314915#768223,0,0.4998
1720#1021653#58689,0,0.1696
6630#154417#933698,1,0.5052
39246#610222#470120,1,0.7428
476951#640823#439519,0,0.2005
540798#977218#103124,0,0.0657
607372#1002993#77349,0,0.4527
433790#800132#280210,0,0.3883
200568#792628#287714,1,0.6091
238499#866804#213538,0,0.1986
145253#522341#558001,1,0.5261
15325#1023241#57101,1,0.5833
153455#1064156#16186,0,0.3739
120357#698757#381585,1,0.5261
71102#176241#952044,1,0.5204
168789#156341#931757,1,0.5526
353044#759417#320925,1,0.5897
433683#119742#968084,0,0.4463
441644#193342#894905,0,0.4509
296138#895525#184817,0,0.246
247037#535249#545093,0,0.3301
314100#1022804#57538,1,0.7019
294372#499002#581340,1,0.5375
284961#670289#410053,0,0.4328
550162#736571#343771,1,0.5677
500943#622483#457859,0,0.2666
620212#397814#682086,0,0.3223
20974#2117#1074018,0,0.4973
27115#477230#603112,0,0.2783
45822#1022873#57469,0,0.3413
121427#654581#425761,0,0.3709
85790#340170#740471,1,0.5019
70780#609364#470978,0,0.4283
135511#404262#679231,0,0.2901
262032#230911#851923,0,0.4312
268510#544265#536077,0,0.463
136565#803736#276606,0,0.1395
312541#752848#327494,0,0.2115
113434#227440#855386,0,0.3785
387338#952600#127742,1,0.5852
544887#526938#553404,0,0.451
374532#621248#459094,0,0.2997
589146#541205#539137,0,0.0675
15335#293776#789306,0,0.3641
69655#41061#1064042,0,0.141
587307#1050098#30244,1,0.6302
367822#1045556#34786,0,0.3072
544411#1013234#67108,1,0.6643
373655#268005#815006,0,0.0947
350459#356507#723356,1,0.6637
553137#553747#526595,0,0.3737
593382#316404#766737,0,0.3913
377051#704422#375920,1,0.6667
325432#272197#810816,1,0.5574
31070#97147#990625,0,0.4404
248811#623000#457342,0,0.4762
24340#149726#938365,0,0.4055
256303#405731#674189,1,0.6966
175009#1056171#24171,1,0.8059
121564#655305#425037,0,0.2686
192601#967709#112633,1,0.5188
392025#512448#567894,0,0.0962
285759#492587#587755,0,0.2809
329894#867253#213089,0,0.193
313266#25155#752608,0,0.1318
549343#776792#303550,0,0.1653
373937#803564#276778,1,0.9071
632819#212062#870691,1,0.8197
82365#230756#852080,1,0.7986
411270#992371#87971,0,0.3714
449101#75015#1030036,0,0.3499
511603#288925#794138,0,0.0844
605119#100318#987457,1,0.8334
232433#732952#347390,0,0.2693
160537#576900#503442,0,0.1662
164982#161143#926965,0,0.2933
215693#364933#714921,0,0.4422
250296#492840#587502,1,0.5275
225035#1075161#5181,0,0.1326
556932#699545#380797,0,0.2533
173554#493963#586379,0,0.3818
426359#520164#560178,0,0.2327
255585#945222#135120,0,0.3995
188959#607448#472894,0,0.3004
84791#837341#243001,0,0.2004
41329#985044#95298,0,0.4786
407347#721505#358837,0,0.2053
523368#269629#813383,0,0.459
378698#71968#1033091,0,0.2592
313570#24894#999485,0,0.0374
514610#408667#671251,0,0.4427
300689#617032#463310,1,0.5745
608088#204099#881152,1,0.5788
610040#690626#389716,0,0.4867
338099#679781#400561,0,0.3143
403814#985293#95049,1,0.529
191287#180650#907480,1,0.6943
222497#564460#515882,0,0.2247
164029#561034#519308,0,0.3703
242307#492965#587377,1,0.5831
440923#773975#306367,1,0.8263
28366#787408#292934,1,0.581
436648#1073124#7218,1,0.5853
229568#861918#218424,1,0.6862
611656#737738#342604,0,0.1584
343543#376387#703465,1,0.7881
598569#292926#790150,1,0.5695
356225#166237#921885,1,0.7804
628555#129371#958481,0,0.1344
92722#657778#422564,1,0.5122
381649#233673#849158,0,0.4463
497319#109635#978160,0,0.4145
38804#383773#696083,0,0.32
618503#205920#879349,1,0.8498
183050#281700#801348,1,0.6085
229509#597056#483286,0,0.4798
212476#89852#1015467,1,0.7678
137418#955889#124453,0,0.0425
64826#667325#413017,1,0.5552
328463#1077005#3337,0,0.3005
397793#370050#709802,0,0.4089
399300#380715#699142,0,0.4846
261946#37857#1067216,1,0.8076
436881#849225#231117,0,0.2796
140760#324183#758952,0,0.0806
60910#275931#807098,0,0.3976
530043#283090#799966,0,0.262
226791#856970#223372,1,0.8161
333706#98440#989327,0,0.2592
208877#125150#962681,1,0.8406
587877#374226#705628,0,0.4876
326379#745624#334718,1,0.5226
342901#407289#672627,1,0.7821
496722#67703#1037330,0,0.1631
615268#265584#817413,0,0.337
126934#261923#821064,1,0.6191
218642#995000#85342,0,0.2175
157043#427436#652548,0,0.4882
218499#93879#993897,0,0.3011
273183#507081#573261,0,0.152
302541#632181#448161,1,0.5071
417692#101471#986301,1,0.763
608664#977937#102405,0,0.3306
510655#651124#429218,0,0.3599
481231#48900#1055927,0,0.127
619338#554887#525455,0,0.1624
441961#960091#120251,0,0.4804
46428#476787#603555,0,0.0761
50375#549117#531225,0,0.456
100952#384449#695408,1,0.6405
17313#480491#599851,1,0.768
92729#1004702#75640,0,0.1611
168764#297861#785243,1,0.6171
167178#325888#757244,1,0.6592
507572#532306#548036,0,0.2767
257885#954927#125415,0,0.3475
365948#389454#690396,0,0.2302
422063#365607#714250,1,0.5777
411242#800177#280165,0,0.4142
175717#388893#690966,1,0.8513
77049#893866#186476,1,0.5322
88853#642446#437896,1,0.5399
124807#762217#318125,0,0.4776
432258#1061204#19138,0,0.4771
312635#24687#1071943,0,0.148
356415#54423#1050525,0,0.325
504594#836139#244203,0,0.4243
311570#31722#886277,0,0.1571
622718#223261#859540,1,0.9268
369794#505204#575138,1,0.5976
372931#451058#629301,1,0.656
518079#424585#655397,1,0.8454
416529#163968#924150,0,0.127
9031#42242#1062565,1,0.6734
299801#9872#1077725,1,0.7625
490528#188215#899953,1,0.8855
239979#205282#879978,1,0.5851
216727#795645#284697,0,0.1408
18911#653962#426380,0,0.3161
480553#752446#327896,1,0.7998
283367#841997#238345,1,0.7449
472192#41338#1063762,1,0.6034
562255#502636#577706,0,0.395
486713#249629#833373,0,0.359
605783#371998#707853,0,0.265
462060#362405#717450,0,0.3471
371670#852000#228342,0,0.3608
178510#298840#784265,1,0.7535
268145#985713#94629,0,0.3362
198576#255821#827165,0,0.4941
630226#548283#532059,0,0.363
187484#79196#1025962,0,0.2094
148754#288791#794275,1,0.793
253662#478150#602192,0,0.3067
515217#70079#1034969,0,0.3018
338345#366485#713371,1,0.7058
573521#821684#258658,0,0.3102
49464#296831#786269,0,0.4887
194925#1050362#29980,1,0.6251
170370#383771#696085,1,0.6007
270162#607663#472679,1,0.6166
159467#876940#203402,1,0.562
540797#332472#748107,1,0.6819
283476#566537#513805,0,0.3186
410248#1006293#74049,0,0.4225
519098#982265#98077,0,0.3531
142442#1005652#74690,1,0.6041
387396#147028#941063,0,0.4269
160722#227453#855372,0,0.3807
603159#454727#625616,0,0.4655
258859#988174#92168,0,0.3545
239514#676591#403751,0,0.2577
53839#131619#956251,0,0.149
245621#742952#337390,0,0.4041
291793#371425#708426,0,0.2648
449651#287932#795139,1,0.9245
464299#691168#389174,0,0.4405
594798#278483#804558,0,0.3743
461826#403490#676430,0,0.4409
72961#601273#479069,0,0.2648
318775#397626#682277,0,0.2856
55613#220892#861899,1,0.7997
559420#142855#945241,0,0.3421
462878#142728#945369,0,0.1931
149342#95624#992152,1,0.5983
608629#1032882#47460,0,0.3045
1733#1051896#28446,1,0.5652
189523#91345#996413,1,0.6576
69809#79867#1025331,0,0.3046
256916#1039376#40966,0,0.4272
105010#774865#305477,0,0.3571
540862#110880#976927,0,0.4057
218512#567320#513022,0,0.3909
388280#804508#275834,0,0.4031
597262#238682#844319,0,0.108
225765#994953#85389,0,0.4796
606701#281621#801427,0,0.2799
120558#388038#691813,1,0.9623
404785#56517#1048430,0,0.4831
452287#789327#291015,0,0.0873
551603#764443#315899,0,0.2677
594969#797258#283084,1,0.632
249033#776971#303371,0,0.4762
220494#996810#83532,0,0.0979
61613#278326#804713,0,0.1731
38227#993163#87179,0,0.0555
260621#226564#856244,1,0.5509
32466#699405#380937,0,0.0842
251987#449740#630633,1,0.6094
484507#981900#98442,1,0.6228
412541#200596#887673,0,0.3255
629314#150866#937231,0,0.1862
283819#664491#415851,0,0.3253
185648#90186#1015136,1,0.7076
503342#109522#978274,0,0.3426
542192#81140#1020407,0,0.3194
581045#175553#912546,0,0.3444
315685#6704#998353,0,0.4704
570982#544222#536120,0,0.4534
72403#131263#956588,0,0.2642
449819#461545#618795,1,0.9427
589621#564096#516246,0,0.2502
353255#841150#239192,0,0.2481
472445#346945#733765,1,0.8323
171245#331340#749482,1,0.5553
160969#202410#882825,0,0.3062
325189#869122#211220,0,0.1745
358394#943733#136609,0,0.233
619391#40861#1064240,1,0.5999
556672#998282#82060,0,0.4205
458831#508773#571569,0,0.1352
257111#594399#485943,0,0.2953
501104#271375#811638,0,0.2325
361540#611457#468885,0,0.328
486933#743683#336659,0,0.2538
338630#117227#970593,0,0.4556
81819#258386#824599,0,0.2747
85973#166599#921523,0,0.3773
147491#479167#601175,1,0.7942
138177#717064#363278,1,0.8118
294456#462250#618085,1,0.5545
236627#437449#642847,0,0.4976
440602#1057307#23035,0,0.3249
371007#469049#611293,0,0.3671
309612#27618#996773,0,0.0761
192304#12301#1073795,0,0.3911
183012#986227#94115,0,0.4134
521038#835022#245320,1,0.5512
328130#1001914#78428,0,0.3186
491741#1011188#69154,0,0.2675
73182#486711#593631,0,0.1345
219060#809048#271294,0,0.454
325146#367097#712763,0,0.3869
54858#872028#208314,0,0.2335
5907#803445#276897,0,0.2356
193823#424294#655692,1,0.5101
378777#1070427#9915,0,0.2089
383230#357224#722640,0,0.3094
387652#1065210#15132,1,0.644
565648#355297#724572,1,0.7202
539363#825065#255277,0,0.3904
109287#289272#831957,0,0.1034
227881#814366#265976,1,0.7985
26237#820375#259967,0,0.274
406156#801318#279024,0,0.2582
221734#758555#321787,1,0.8254
439938#148303#939793,0,0.4855
293491#695288#385054,0,0.1352
265308#315479#767662,1,0.5148
258233#1001443#78899,0,0.425
31234#774755#305587,0,0.345
114006#178232#909887,0,0.2161
20647#139114#948983,0,0.3111
299088#596217#484125,1,0.7542
402763#456760#623561,0,0.4578
585855#139951#948154,0,0.4637
520430#635532#444810,0,0.4743
459731#888706#191636,0,0.3947
604188#750741#329601,1,0.7221
261071#1007577#72765,1,0.8313
282419#980859#99483,1,0.684
25814#448620#631737,0,0.2849
8618#971453#108889,0,0.4313
193779#372295#707560,0,0.4497
106791#254074#828921,1,0.5313
332894#739610#340732,1,0.6758
289482#240491#842528,1,0.6534
312239#7758#877040,0,0.1016
494854#96223#991547,0,0.4035
330201#250418#832581,0,0.4749
402858#456941#623381,0,0.2187
336705#116854#970957,0,0.1421
118540#988531#91811,1,0.6544
576138#916052#164290,0,0.4229
280565#100892#986883,1,0.7955
21366#140026#948079,1,0.7855
206540#248396#834601,0,0.2805
200387#40957#1064147,1,0.632
206248#102968#984802,1,0.5105
388817#94637#993139,1,0.6082
477507#640833#439509,0,0.1569
537785#779483#300859,0,0.255
523393#698708#381634,0,0.3223
8301#780859#299483,0,0.1129
102106#1041375#38967,0,0.389
16860#862244#218098,0,0.2644
222134#1055670#24672,1,0.6072
158456#321055#762100,1,0.7046
173893#315477#767664,1,0.8768
440923#64771#1040240,1,0.609
440385#590956#489386,0,0.2547
521296#457403#622929,1,0.5149
602928#59797#1045177,1,0.7813
74316#330355#750350,0,0.3719
554580#490978#589364,0,0.3745
79593#855151#225191,0,0.2418
65756#589850#490492,0,0.0817
483497#137409#950701,0,0.182
403307#956515#123827,0,0.2402
312578#681299#399043,0,0.3976
108557#25968#1008644,1,0.6407
386045#366674#713185,1,0.6331
309771#20209#998094,0,0.0693
346557#388796#691064,0,0.2575
5469#535678#544664,1,0.6197
266845#193616#894634,1,0.5985
28303#657263#423079,0,0.3651
21455#205147#880106,1,0.8243
184160#501361#578981,1,0.5566
250663#297982#785122,0,0.4064
282457#485425#594917,0,0.3574
564480#688371#391971,0,0.4171
433478#222301#860494,1,0.5827
545796#150201#937892,0,0.2988
178747#840420#239922,0,0.3577
365530#334486#746096,1,0.8417
398418#664698#415644,0,0.467
87495#742814#337528,0,0.4024
309273#27495#886205,0,0.3074
388245#1061601#18741,0,0.3343
107350#379410#700445,0,0.4601
492449#868640#211702,0,0.261
198272#35572#1069479,0,0.2114
274459#959362#120980,1,0.5529
145032#252104#830904,0,0.341
108554#400434#679472,0,0.2058
103928#795330#285012,0,0.3433
299763#41625#1063478,0,0.2865
173554#645503#434839,0,0.3078
526696#661911#418431,1,0.5146
564357#688213#392129,0,0.3596
500450#767704#312638,0,0.4835
74953#431956#648110,1,0.7379
362377#78973#1026177,0,0.1865
623598#188346#899819,1,0.8264
590375#1075458#4884,0,0.3483
184033#725241#355101,0,0.1005
176761#347941#732789,1,0.7055
34146#120303#967520,1,0.6545
65756#589875#490467,0,0.1083
230808#93992#993785,0,0.4616
159776#436396#643860,1,0.6036
248765#422274#657713,0,0.2981
484714#241283#841739,1,0.8156
292993#170882#917256,0,0.3279
191248#296491#786613,0,0.2455
519773#22362#1008320,1,0.7405
278120#765368#314974,1,0.539
308705#20498#1001731,0,0.1046
87427#410210#669713,0,0.3552
115227#551158#529184,0,0.4955
292949#175668#912431,0,0.3886
469348#69018#1036028,0,0.1956
256695#627026#453316,0,0.468
178937#567433#512909,0,0.3769
122693#254280#828712,1,0.8964
244327#557768#522574,0,0.1957
189100#40702#1064391,0,0.377
240368#742418#337924,0,0.4452
134782#1057129#23213,0,0.3864
370623#361394#718469,1,0.6101
544942#198113#890150,0,0.317
549712#354570#725296,1,0.7957
149018#397870#682031,1,0.5712
81275#145422#942674,0,0.2135
348542#868568#211774,0,0.197
303770#1058069#22273,1,0.8362
442217#961858#118484,0,0.435
541341#447642#632706,0,0.4596
393285#404210#675711,1,0.7289
433720#728469#351873,1,0.5147
301748#513601#566741,0,0.1441
283043#485320#595022,0,0.2057
583265#401262#678653,1,0.6355
294622#410197#669726,0,0.3865
400954#117590#970232,0,0.4054
244728#308827#774295,1,0.7349
71782#174976#913132,0,0.131
208740#181637#906498,1,0.8167
364613#1039771#40571,0,0.1612
522374#343959#736716,1,0.6788
572909#273975#809044,0,0.4788
441813#476346#603996,0,0.17
388390#569190#511152,0,0.1857
138381#901127#179215,0,0.181
382075#757064#323278,0,0.3319
629733#137753#950352,1,0.8326
111259#329318#751376,1,0.844
153298#144082#944021,0,0.3173
76049#833835#246507,0,0.4456
26971#953568#126774,0,0.3933
251592#559213#521129,0,0.1776
388208#900392#179950,1,0.5104
91972#630505#449837,0,0.2253
594082#869182#211160,1,0.5007
585738#242743#840269,0,0.2589
542161#373932#705922,0,0.3507
127380#638126#442216,0,0.3098
543435#857862#222480,1,0.5832
386545#433978#646176,1,0.7157
317363#161838#938727,0,0.1249
109721#621064#459278,0,0.2943
70164#775792#304550,0,0.3475
363737#450325#630047,1,0.5504
294981#460887#619451,1,0.6092
611276#891223#189119,0,0.391
633924#158281#929830,0,0.2859
17851#15772#1013014,1,0.8587
338794#486447#593895,0,0.2873
165615#553107#527235,1,0.6327
4855#831513#248829,1,0.7477
56623#396230#683679,1,0.8278
71675#409269#670657,0,0.1837
530983#1014119#66223,0,0.3957
602405#1018077#62265,0,0.4187
622027#1074976#5366,0,0.375
542379#343070#737592,1,0.6551
78861#617718#462624,0,0.2558
208416#275773#807252,0,0.2924
127518#635748#444594,0,0.2299
12729#807590#272752,0,0.2884
472256#857659#222683,1,0.5155
253539#89249#1016059,1,0.5027
94747#8217#997092,0,0.4377
197271#505533#574809,0,0.2726
232264#518606#561736,0,0.4699
18075#594000#486342,0,0.1239
118288#645383#434959,0,0.2837
193897#119511#968317,1,0.5135
328437#165009#923118,0,0.3175
414144#345632#735055,1,0.5617
34021#175453#912646,0,0.4884
606605#770134#310208,0,0.4086
231634#1066562#13780,0,0.4509
258406#1048158#32184,0,0.3939
217248#441621#638688,1,0.7035
497106#832372#247970,0,0.4113
196521#650696#429646,0,0.4631
446328#808262#272080,0,0.3884
558504#998394#81948,1,0.5077
600441#338243#742395,1,0.756
580071#196432#891826,1,0.5939
560068#127790#960060,0,0.286
286526#1058407#21935,1,0.7451
604904#624496#455846,0,0.1815
616775#1071427#8915,0,0.4209
182604#511169#569173,0,0.12
5475#244343#838651,0,0.2526
29002#731605#348737,1,0.5663
184448#39817#1065275,1,0.5656
25373#966412#113930,0,0.3522
9750#660274#420068,0,0.2098
226503#150166#937927,1,0.8173
28985#471593#608749,0,0.3931
185297#984167#96175,0,0.3277
30183#283255#799800,1,0.9492
286247#489437#590905,1,0.6531
317344#307599#775523,1,0.5389
409303#553146#527196,1,0.6888
268715#233717#849115,1,0.5078
400333#1007270#73072,0,0.3764
219148#808638#271704,0,0.3721
594244#196864#891395,0,0.3338
52094#453694#626647,1,0.7617
350197#93825#993951,1,0.793
310295#22829#884540,0,0.1999
41757#174822#913287,0,0.2833
433063#687155#393187,0,0.2494
524425#636060#444282,0,0.3575
538527#844828#235514,0,0.3014
478585#120146#967680,1,0.5091
30943#138656#949440,1,0.767
114361#730906#349436,1,0.5912
144072#560438#519904,0,0.1774
237285#342412#738251,0,0.2509
529373#746377#333965,1,0.5134
368068#959608#120734,1,0.7019
137062#754977#325365,0,0.223
264599#715858#364484,1,0.6505
207051#428953#651042,1,0.6533
405126#218230#864543,1,0.5271
562907#480974#599368,0,0.2448
469641#383912#695945,0,0.4575
263001#1042659#37683,0,0.4561
565481#482293#598049,0,0.2821
428016#361815#718044,1,0.9241
569563#435392#644820,0,0.4887
29719#183102#905035,0,0.2216
211049#551069#529273,0,0.3554
186607#95855#991921,0,0.2236
520127#793969#286373,1,0.5144
538712#871812#208530,0,0.2584
431808#1064885#15457,1,0.6008
432772#262804#820180,0,0.284
490146#711727#368615,0,0.299
336226#944507#135835,1,0.5347
151109#137028#951076,1,0.8154
615045#963529#116813,0,0.3778
600229#496233#584109,1,0.7674
133514#999354#80988,0,0.388
49842#760496#319846,0,0.2565
302134#230227#852607,0,0.1949
558129#474572#605770,0,0.2213
463243#731559#348783,0,0.2632
344411#1033713#46629,0,0.4794
132917#669116#411226,0,0.4851
323480#109017#978779,1,0.8133
322828#155819#932279,1,0.737
104781#1025484#54858,0,0.3976
4622#626707#453635,1,0.5449
50102#462849#617493,1,0.529
93196#846848#233494,0,0.0447
70083#485018#595324,1,0.5947
490005#896333#184009,0,0.2856
575879#319754#763398,0,0.3273
574366#425689#654286,1,0.8987
634676#1048824#31518,0,0.2751
271287#562115#518227,0,0.2054
91440#873701#206641,0,0.4852
58127#252105#830903,0,0.4337
66210#189183#899028,0,0.1978
233725#756314#324028,0,0.4065
274425#618479#461863,0,0.1579
43723#544105#536237,0,0.1395
255304#645658#434684,0,0.1928
167748#1076986#3356,0,0.3497
225428#1041488#38854,0,0.1743
397750#450447#629927,0,0.0528
23981#261110#821872,0,0.3132
534171#1027659#52683,0,0.132
527203#1050483#29859,1,0.5236
573980#766331#314011,0,0.346
613996#1035831#44511,1,0.5135
310388#25520#877651,0,0.0166
519887#639293#441049,0,0.1144
600776#681518#398824,0,0.4814
307717#524#998238,0,0.0667
335680#419363#660629,1,0.6649
179930#212865#869893,0,0.4597
61829#3859#999496,1,0.5128
624209#329375#751323,1,0.8785
165229#82539#1022712,0,0.3877
15206#695978#384364,0,0.1375
135583#820187#260155,0,0.4885
226949#412061#667855,1,0.6452
423817#861501#218841,0,0.3819
403603#759758#320584,0,0.392
306543#523870#556472,0,0.2401
325610#64888#1040121,1,0.6544
518905#690885#389457,1,0.5188
611815#667269#413073,0,0.2439
135728#270028#812984,1,0.7153
239926#265164#817824,1,0.8324
44253#677959#402383,0,0.3512
271287#562125#518217,0,0.1182
315343#21742#1001771,0,0.164
258535#624857#455485,1,0.7925
525283#473082#607260,1,0.6001
113541#407516#672401,1,0.6272
73971#705748#374594,0,0.465
250350#973846#106496,0,0.4548
547540#894426#185916,1,0.6433
347025#56863#1048088,0,0.3256
563822#569722#510620,0,0.4409
67760#859794#220548,0,0.3695
121810#338193#742445,0,0.2995
211208#546488#533854,1,0.5795
321178#101304#986470,1,0.8338
317621#67160#1037873,0,0.2432
323475#197676#890587,0,0.3829
191159#813590#266752,0,0.3488
541889#485876#594466,0,0.1633
150948#1060539#19803,1,0.6676
153199#308638#774483,1,0.6836
254574#237337#845625,1,0.5103
302868#507338#573004,0,0.2507
97676#875318#205024,0,0.128
583542#274265#808756,1,0.5588
208608#335696#744889,0,0.4448
467753#644607#435735,1,0.6346
226518#1068628#11714,1,0.534
252276#987344#92998,0,0.4024
217967#857249#223093,0,0.3939
456505#1009028#71314,1,0.5088
120552#459866#620475,1,0.7441
155144#567929#512413,1,0.5367
501321#743204#337138,0,0.3208
355176#1022337#58005,1,0.5442
620400#822413#257929,1,0.6258
455951#118962#968866,0,0.4062
332930#920798#159544,0,0.0913
99240#265756#817243,1,0.5593
136177#79118#1026040,0,0.2122
190835#817287#263055,1,0.5266
264439#964934#115408,1,0.5516
493663#502304#578038,0,0.1046
612684#335862#744723,1,0.6299
500613#780160#300182,1,0.7244
358903#610658#469684,0,0.1303
583295#38381#1066705,0,0.3053
47314#89984#1015337,0,0.1782
251120#390171#689704,0,0.1142
206196#857751#222591,1,0.6891
54170#262387#820596,1,0.6887
154498#253362#829638,0,0.452
1480#654419#425923,0,0.2014
135765#357913#721950,0,0.4805
420136#251754#831249,0,0.431
533717#643318#437024,0,0.3122
510838#150247#937846,1,0.679
589992#590178#490164,0,0.4165
580529#634647#445695,1,0.5806
45708#1031719#48623,0,0.4963
24753#91239#996510,0,0.4926
265205#35063#1069990,0,0.3587
233519#733809#346533,0,0.4851
80869#723525#356817,0,0.374
448953#35855#1069198,0,0.3666
85748#541196#539146,0,0.2963
242661#1005920#74422,1,0.6434
311283#826658#253684,1,0.549
279500#494533#585809,1,0.5239
275332#954466#125876,0,0.2673
356055#419330#660661,1,0.9567
552789#199721#888548,0,0.1683
396046#971760#108582,1,0.6192
304533#829183#251159,0,0.2694
185685#464557#615785,0,0.0856
343365#167866#920265,1,0.7498
470496#810562#269780,0,0.1158
18656#878739#201603,0,0.3585
70048#486341#594001,0,0.0618
6006#838643#241699,0,0.3418
81348#161149#926959,1,0.8194
320972#363980#715869,0,0.4023
28736#359311#720552,0,0.332
467850#556524#523818,0,0.2876
538666#867012#213330,0,0.1492
60414#539708#540634,0,0.1924
220011#867155#213187,0,0.0702
255746#471242#609100,1,0.5848
273539#655647#424695,0,0.2676
387561#470206#610136,0,0.4586
598299#464796#615546,0,0.4574
175507#312812#770327,1,0.6455
586366#615990#464352,1,0.7902
466758#884048#196294,0,0.4659
167422#1072104#8238,0,0.2714
170541#956866#123476,0,0.4681
15480#570159#510183,0,0.126
457634#989017#91325,0,0.1696
566641#233242#849585,0,0.2822
316953#8340#1004133,1,0.5087
572202#919908#160434,0,0.3328
410416#618784#461558,0,0.2973
610026#382429#697424,0,0.4518
497165#333782#746798,0,0.3313
561043#97265#990503,1,0.6471
4227#809975#270367,0,0.2588
71142#173354#914768,1,0.6486
69550#481319#599023,0,0.225
78017#650985#429357,0,0.3107
131727#953128#127214,0,0.3826
185495#433397#646727,0,0.2234
239998#892483#187859,0,0.3741
249000#327277#755850,0,0.378
289159#188536#899632,0,0.4494
587138#469675#610667,1,0.6108
36961#478800#601542,0,0.1042
100163#156453#931647,0,0.4206
248115#100895#986880,1,0.5269
17245#571359#508983,0,0.1558
517019#786262#294080,0,0.3245
345965#695332#385010,0,0.453
292781#436621#643647,0,0.1884
566588#423819#656162,1,0.6047
295732#868085#212257,0,0.3804
200633#870412#209930,0,0.3478
158286#248160#834840,1,0.6959
223514#1041498#38844,1,0.5291
203625#475552#604790,0,0.3748
273186#330115#750589,1,0.7433
425990#550390#529952,0,0.2336
149639#39974#1065120,0,0.4552
428483#963766#116576,0,0.3671
195793#1032005#48337,1,0.763
497999#553593#526749,0,0.3593
577797#651507#428835,1,0.5981
620384#183508#904628,1,0.5039
587564#369782#710071,0,0.3419
243490#260580#822403,0,0.271
230851#733495#346847,1,0.7458
332610#352094#727779,1,0.5156
198075#439898#640407,0,0.1412
401963#1042709#37633,0,0.2785
482395#768959#311383,0,0.3586
452945#136840#951263,0,0.2777
489077#819282#261060,1,0.5251
76475#695717#384625,0,0.4135
628271#271856#811161,0,0.4442
60704#414056#665868,1,0.5224
385179#811171#269171,0,0.2844
491749#710281#370061,1,0.6373
581495#397014#682888,0,0.4412
87040#701519#378823,0,0.2299
553994#320544#762614,1,0.5095
84975#374271#705581,1,0.5002
177514#711527#368815,0,0.2708
109157#435969#644268,0,0.1125
171613#540083#540259,1,0.6766
143520#334218#746361,0,0.4507
323396#405442#674482,1,0.7388
229946#421454#658535,1,0.5663
373190#598577#481765,1,0.598
607945#685890#394452,1,0.6669
622167#384038#695817,0,0.4534
229026#728683#351659,1,0.6123
280803#886856#193486,0,0.3196
207918#665201#415141,1,0.5471
262787#261361#821624,1,0.8233
65103#1035892#44450,1,0.506
303211#521002#559340,0,0.1758
398240#1010377#69965,0,0.1765
502786#859783#220559,0,0.3671
363066#510394#569948,0,0.1909
385690#593292#487050,1,0.7209
631837#130809#957042,1,0.8865
98798#802882#277460,1,0.5751
58071#269578#813433,0,0.4984
196458#699744#380598,1,0.6683
407314#272572#810447,0,0.4018
168015#566184#514158,1,0.6329
545377#633152#447190,0,0.259
469447#1026568#53774,0,0.2848
618864#68114#1036925,0,0.4529
539356#1044372#35970,0,0.2039
360192#360592#719270,0,0.4104
434080#112085#975727,1,0.7214
364331#832866#247476,1,0.7674
545346#869603#210739,1,0.5188
304398#846156#234186,0,0.3789
62974#659369#420973,1,0.5081
468713#400711#679197,0,0.2888
94593#856748#223594,0,0.3583
127176#544875#535467,0,0.4211
433208#198623#889640,0,0.2006
295980#655348#424994,1,0.5121
182091#801588#278754,0,0.4623
557378#190970#897268,0,0.3694
110668#336036#744549,0,0.1664
269037#512862#567480,0,0.429
101616#126623#961212,1,0.622
40541#1000235#80107,0,0.2775
177164#868047#212295,0,0.2999
416778#968742#111600,0,0.4727
371565#562098#518244,0,0.1916
342615#76325#1028746,0,0.4298
92854#630293#450049,0,0.2459
172033#677223#403119,1,0.5518
203514#339090#741553,0,0.4231
249948#532952#547390,1,0.5037
200376#283957#836302,1,0.5888
143442#766432#313910,0,0.1336
206594#889536#190806,0,0.3621
548694#502563#577779,0,0.2147
315131#656497#423845,0,0.4416
331574#191216#897022,0,0.4898
583843#65475#1039540,1,0.759
603974#781305#299037,0,0.329
307664#1037302#43040,0,0.1521
107315#85209#1020051,0,0.4539
3404#235067#847808,1,0.5027
91072#668562#411780,0,0.258
267000#767844#312498,1,0.6674
564735#140218#947884,0,0.2368
475350#116902#970910,1,0.5003
289611#752805#327537,0,0.1995
159644#253972#829024,1,0.7193
552846#640292#440050,0,0.4208
516371#467578#612764,1,0.6246
631099#358242#721621,0,0.4895
391395#612240#468102,0,0.0816
302502#433438#646687,1,0.5068
266020#1047287#33055,0,0.4961
16109#694046#386296,0,0.4426
47430#656054#424288,0,0.463
252441#506963#573379,0,0.1427
493686#836873#243469,1,0.5788
180493#976320#104022,0,0.2952
463082#1065095#15247,1,0.5709
299007#362646#717210,1,0.8712
576508#765361#314981,0,0.3492
528612#170543#917597,0,0.1121
431954#528120#552222,0,0.3525
353175#187507#900647,0,0.4102
549914#776744#303598,0,0.26
112622#210240#872498,0,0.2276
573904#698184#382158,1,0.6343
313948#649463#430879,0,0.269
406368#58116#1046859,1,0.7417
188700#110681#977127,0,0.3266
